ID,Source PDF,Text Chunk,Chunk Word Count,Chunk Char Count,Relevant to UPSC,GS Paper,Syllabus Topic,Crux
UPSC_0313_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". Bha- would have to be co-blend- a generic version of Jans- American nation. rathan said in an analyst ed with other lighter sen Biotech cancer drug This is primarily due to call earlier this month. crude, up to a 10-15% range Balversa. the fact that Venezuelan In other words, the hea- and then processed,” he Erdaﬁtinib tablets had crude is comparatively dif- vy crude oil is thicker, thus, explained. estimated sales of $60 mil- ﬁcult to process, and its the higher viscosity is indi- Mr. Khanna further em- lion in the U.S. for 12 properties are not very si- cative of its resistance to phasised that procurement months ending September milar to those of other ﬂow while the higher acid from any geography hinges 2025, the pharma compa- crude, they said. number indicates the on “techno-commercial” ny said on Tuesday, citing Notably, Indian authori- chemical mix existing nat- viability and availability. industry sales data",155,930,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0314_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". industry sales data. CM A ND-NDE YK THE HINDU 16 Wednesday, February 4, 2026 Delhi World WASHINGTON YANGON ISLAMABAD KHARTOUM ‘U.S. shoots down Iranian drone Myanmar, Russia sign new military Pakistan adopts resolution urging Sudan military broke siege on key that approached aircraft carrier’ cooperation pact, lasting till 2030 ‘aggressive’ response to terrorism southern city Kadugli: Army chief AFP AFP AP REUTERS X X X X U.S. Central Command said on Tuesday that a U.S",76,475,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0315_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". Central Command said on Tuesday that a U.S. Navy ﬁghter jet Myanmar and Russia have signed a ﬁve-year military cooperation Pakistan’s National Assembly on Tuesday adopted a resolution The Sudanese Army broke a paramilitary siege on the key southern shot down an Iranian drone that was “aggressively approaching” pact, Moscow said on Tuesday, sealing an alliance analysts say has urging the government to adopt an “aggressive” national response city of Kadugli on Tuesday, Army chief Abdel Fattah al-Burhan said, the aircraft carrier USS Abraham Lincoln with “unclear intent” in the been crucial to the junta’s grip on power. Russia’s Defence Ministry to tackle the threat of external sponsors of militancy and their in the latest reversal of a paramilitary oﬀensive through the Arabian Sea. The Shahed-139 drone was shot down by an F-35C announced the new pact lasting until 2030 after a Monday visit to internal facilitators. The resolution said that “in several cases, Kordofan region",157,988,True,GS2,International Relations,"**What happened:** Myanmar and Russia have signed a five-year military cooperation pact, announced by Russia's Defence Ministry. This agreement, lasting until 2030, is seen as crucial for the Myanmar junta's hold on power. **Static concept:** This relates to GS2 topics: international relations, defense cooperation, and regional security dynamics. **Why it matters for UPSC:** This development can be analyzed in the context of geopolitical strategies, the influence of major powers in Southeast Asia, and the implications for regional stability. It raises debates on international military alliances and their impact on domestic governance. **Possible question angle:** 'Discuss the implications of Myanmar-Russia military cooperation on Southeast Asian regional stability and India's foreign policy.'"
UPSC_0315_1_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". Central Command said on Tuesday that a U.S. Navy ﬁghter jet Myanmar and Russia have signed a ﬁve-year military cooperation Pakistan’s National Assembly on Tuesday adopted a resolution The Sudanese Army broke a paramilitary siege on the key southern shot down an Iranian drone that was “aggressively approaching” pact, Moscow said on Tuesday, sealing an alliance analysts say has urging the government to adopt an “aggressive” national response city of Kadugli on Tuesday, Army chief Abdel Fattah al-Burhan said, the aircraft carrier USS Abraham Lincoln with “unclear intent” in the been crucial to the junta’s grip on power. Russia’s Defence Ministry to tackle the threat of external sponsors of militancy and their in the latest reversal of a paramilitary oﬀensive through the Arabian Sea. The Shahed-139 drone was shot down by an F-35C announced the new pact lasting until 2030 after a Monday visit to internal facilitators. The resolution said that “in several cases, Kordofan region",157,988,True,GS2,International Relations,"**What happened:** Pakistan’s National Assembly adopted a resolution urging the government to adopt an 'aggressive' national response to tackle external sponsors of militancy and their internal facilitators. **Static concept:** This relates to GS2 topics: international relations, national security, and counter-terrorism strategies. **Why it matters for UPSC:** This resolution highlights Pakistan's approach to counter-terrorism and its implications for regional security, especially in relation to India. It can be used to discuss the effectiveness of legislative measures in combating terrorism and the role of international cooperation. **Possible question angle:** 'Evaluate Pakistan's legislative approach to counter-terrorism in the context of regional security dynamics.'"
UPSC_0315_2_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". Central Command said on Tuesday that a U.S. Navy ﬁghter jet Myanmar and Russia have signed a ﬁve-year military cooperation Pakistan’s National Assembly on Tuesday adopted a resolution The Sudanese Army broke a paramilitary siege on the key southern shot down an Iranian drone that was “aggressively approaching” pact, Moscow said on Tuesday, sealing an alliance analysts say has urging the government to adopt an “aggressive” national response city of Kadugli on Tuesday, Army chief Abdel Fattah al-Burhan said, the aircraft carrier USS Abraham Lincoln with “unclear intent” in the been crucial to the junta’s grip on power. Russia’s Defence Ministry to tackle the threat of external sponsors of militancy and their in the latest reversal of a paramilitary oﬀensive through the Arabian Sea. The Shahed-139 drone was shot down by an F-35C announced the new pact lasting until 2030 after a Monday visit to internal facilitators. The resolution said that “in several cases, Kordofan region",157,988,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0316_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". The resolution said that “in several cases, Kordofan region. Kadugli has been besieged for much of Sudan’s ﬁghter jet from the Lincoln. AP Myanmar by Sergei Shoigu. AFP evidence available points to external sponsorship”. PTI nearly three-year war between the army and RSF. AFP Palestinians line up to Russia sounds alarm as New Iran’s Pezeshkian backs cross Rafah ‘fair and equitable’ talks as it reopens START treaty is set to expire Stanly Johny heading towards Iran. Associated Press The last nuclear treaty between Washington and Moscow is set to expire tomorrow; Moscow Amid regional tensions,e2145468 KHAN YOUNIS awaiting U.S",100,633,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0317_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". response to one-year extension oﬀer; Russian drones strike Ukraine ahead of talks Iran’s President Masoud Turkiye, Qatar, Egypt, and e2145468 Pezeshkian said on Tues- Oman have been pushing Palestinians lined up on day he has instructed Fo- for direct talks between Tuesday on both sides of Agence France-Presse these arsenals,” for the ﬁrst reign Minister Abbas the U.S. and Iran. Most of Gaza’s border with Egypt, MOSCOW time. Araghchi to pursue “fair America’s allies in West hoping to pass through the U.S. President Donald and equitable” negotia- Asia have opposed strikes Rafah crossing after its he Kremlin warned Trump, who cut many in- tions with the U.S., amid on Iran. long-awaited reopening on Tuesday that ternational agreements largescale U.S. troop mo- “These negotiations the previous day",127,806,True,GS2,International Relations,"**What happened:** Iran's President Masoud Pezeshkian instructed Foreign Minister Abbas Araghchi to engage in 'fair and equitable' negotiations with the U.S., amidst tensions and opposition from America's allies in West Asia to U.S. strikes on Iran. This development comes as Turkiye, Qatar, Egypt, and Oman push for direct talks between the U.S. and Iran. **Static concept:** This relates to GS2 topics: international relations, diplomacy, and conflict resolution. **Why it matters for UPSC:** This situation provides a case study on diplomatic negotiations and conflict resolution in international relations. It highlights the complexities of Middle Eastern geopolitics and the role of regional powers in mediating U.S.-Iran relations. **Possible question angle:** 'Discuss the role of regional powers in mediating conflicts between major global powers, with reference to the recent U.S.-Iran negotiations.'"
UPSC_0317_1_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". response to one-year extension oﬀer; Russian drones strike Ukraine ahead of talks Iran’s President Masoud Turkiye, Qatar, Egypt, and e2145468 Pezeshkian said on Tues- Oman have been pushing Palestinians lined up on day he has instructed Fo- for direct talks between Tuesday on both sides of Agence France-Presse these arsenals,” for the ﬁrst reign Minister Abbas the U.S. and Iran. Most of Gaza’s border with Egypt, MOSCOW time. Araghchi to pursue “fair America’s allies in West hoping to pass through the U.S. President Donald and equitable” negotia- Asia have opposed strikes Rafah crossing after its he Kremlin warned Trump, who cut many in- tions with the U.S., amid on Iran. long-awaited reopening on Tuesday that ternational agreements largescale U.S. troop mo- “These negotiations the previous day",127,806,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0318_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". troop mo- “These negotiations the previous day. T the world was limiting the United States, bilisation in waters close to shall be conducted within On the Egyptian side heading into a “danger- said in September that an Iran and regional eﬀorts to Masoud Pezeshkian the framework of our na- were Palestinians who had ous” moment as the last extension of the New jump-start diplomacy. tional interests,” Mr. Pe- undergone medical treat- U.S.-Russia nuclear treaty START “sounds like a good “In light of requests pediency,” Mr. Pezeshkian zeshkian said on Tuesday, ment in Egypt and had left is set to expire this week. idea,” but little has from friendly governments wrote in a social media without elaborating. Gaza earlier in the Israel- New START, the last nu- changed since then. in the region to respond to post. On Monday, the State Hamas war",143,848,True,GS2,International Relations,"**What happened:** The New START, the last nuclear arms control treaty between the United States and Russia, is set to expire this week. Despite previous discussions and suggestions for extension, no significant progress has been made in renewing the treaty. **Static concept:** This relates to GS2 topics: international treaties, nuclear disarmament, and global security architecture. **Why it matters for UPSC:** The expiration of New START raises questions about global nuclear stability and the effectiveness of international arms control agreements. It provides a context for discussing the role of diplomacy in maintaining global peace and security. **Possible question angle:** 'Discuss the implications of the expiration of the New START treaty on global nuclear disarmament efforts and international security.'"
UPSC_0319_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". in the region to respond to post. On Monday, the State Hamas war. clear treaty between Wash- Meanwhile, Russia ﬁred the proposal by the Presi- Earlier, American media Department said the Presi- On the Gaza side, Pales- ington and Moscow after around 450 long-range dent of the United States reported that Mr. Araghchi dent was open for a deal. tinians in need of treat- decades of agreements dat- drones and 70 missiles of for negotiations, I have in- would meet White House “Ultimately, the President ment unavailable in Gaza ing to the Cold War, is set Vladimir Putin and Donald Trump during a press meet at Joint Base various types at Ukraine in structed my Minister of Fo- Special envoy Steve Wit- is focused on our national were brought in busses. to expire on Thursday, and Elmendorf-Richardson, in Alaska, in August 2025. REUTERS a major attack overnight, reign Aﬀairs, provided that koﬀ on Friday in Istanbul. interest",158,928,True,GS2,"International Relations: Bilateral, regional and global groupings and agreements involving India and/or affecting India's interests","**What happened:** A significant arms control treaty between the United States and Russia, dating back to the Cold War era, is set to expire on Thursday. This development comes amidst ongoing tensions, with Russia launching a major attack involving drones and missiles on Ukraine. **Static concept:** This relates to GS2 topics: international treaties, global security architecture, and international relations dynamics. **Why it matters for UPSC:** The expiration of such a treaty could have implications for global strategic stability and arms control regimes. It raises questions about the future of international security agreements and their impact on global peace. **Possible question angle:** 'Discuss the implications of the expiration of Cold War-era arms control treaties on global strategic stability and international security architecture.'"
UPSC_0319_1_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". in the region to respond to post. On Monday, the State Hamas war. clear treaty between Wash- Meanwhile, Russia ﬁred the proposal by the Presi- Earlier, American media Department said the Presi- On the Gaza side, Pales- ington and Moscow after around 450 long-range dent of the United States reported that Mr. Araghchi dent was open for a deal. tinians in need of treat- decades of agreements dat- drones and 70 missiles of for negotiations, I have in- would meet White House “Ultimately, the President ment unavailable in Gaza ing to the Cold War, is set Vladimir Putin and Donald Trump during a press meet at Joint Base various types at Ukraine in structed my Minister of Fo- Special envoy Steve Wit- is focused on our national were brought in busses. to expire on Thursday, and Elmendorf-Richardson, in Alaska, in August 2025. REUTERS a major attack overnight, reign Aﬀairs, provided that koﬀ on Friday in Istanbul. interest",158,928,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0320_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". REUTERS a major attack overnight, reign Aﬀairs, provided that koﬀ on Friday in Istanbul. interest. He has outlined a Palestinian Red Cres- with it restrictions on the Ukrainian President Volo- a suitable environment ex- U.S. President Donald very clear message for the cent spokesperson said two top nuclear powers. said. The Kremlin, which If the treaty is not ex- dymyr Zelenskyy said",63,388,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0321_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". said. The Kremlin, which If the treaty is not ex- dymyr Zelenskyy said. ists — one free from threats Trump had warned last [Iranian] regime — no nu- that only 16 patients, ac- “In just a few days, the has oﬀered a one-year ex- tended, the world’s top The barrage came a day and unreasonable expecta- week that “time is running clear weapons, stop killing companied by 40 relatives, world will be in a more tension of the treaty, said two nuclear powers would before the two countries tions — to pursue fair and out” for Tehran to make a protesters,” State Depart- were brought from Khan dangerous position than it “we still haven’t received a “be left without a funda- were due to attend U.S.- equitable negotiations, deal over its nuclear pro- ment spokesperson Tom- Younis to the Gaza side of has ever been before,” spo- response from the Ameri- mental document that brokered talks in Abu guided by the principles of gramme and warned that my Pigott told Fox News in Rafah",175,976,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0322_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". kesperson Dmitry Peskov cans to this initiative”. would limit and control Dhabi. dignity, prudence, and ex- “a massive armada” was an interview. What is happening in Balochistan? carried out one of their NEWS ANALYSIS most daunting attacks when they hijacked the Jaf- Stanly Johny far Khan Express with more than 400 passengers On January 30-31, the Balo- onboard. Pakistani securi- chistan Liberation Army ty forces launched Opera- (BLA) carried out coordi- tion Green Bolan, rescuing nated attacks across at more than 300 passengers least nine districts of Balo- and killing at least 33 ﬁght- chistan, targeting police ers, according to an oﬃcial stations, military outposts account. March also wit- and a high-security prison nessed largescale protests, in Quetta, the provincial called by the Baloch Yak- capital",127,818,True,GS2,India and its neighborhood- relations,"**What happened:** The Balochistan Liberation Army (BLA) conducted coordinated attacks across nine districts in Balochistan, Pakistan, targeting police stations, military outposts, and a high-security prison in Quetta. Pakistani security forces responded with Operation Green Bolan, rescuing over 300 passengers from a hijacked train and killing at least 33 fighters. This unrest coincided with large-scale protests in March called by the Baloch Yakjehti Committee.

**Static concept:** This relates to GS2 topics: India and its neighborhood relations, internal security challenges in neighboring countries, and regional stability.

**Why it matters for UPSC:** The situation in Balochistan is significant for understanding regional security dynamics and India's foreign policy challenges. It raises questions about the impact of internal conflicts in neighboring countries on India's security and diplomatic strategies. This can be used as a case study in answers about regional instability and its implications for India.

**Possible question angle:** 'Discuss the implications of the ongoing conflict in Balochistan on India-Pakistan relations and regional stability.'"
UPSC_0323_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". In a video released Burnt vehicles inside a torched police station on the outskirts of jethi Committee, a Baloch online, BLA leader Bashir Quetta on Sunday, after an attack by Baloch separatists. AFP rights movement, which Zeb Baloch claimed res- was violently put down by ponsibility for the attacks, blishment, captured pow- the viability of large, long- state forces. describing them as the se- er in Kabul in August 2021. term investments in the cond phase of the ‘Herof’ According to the Pakistan province. Cycle of violence (Black Storm) operation. Institute for Peace Studies, But despite Pakistan’s re- He called on Baloch men Balochistan recorded at Waves of rebellion sort to heavy force, Baloch and women to leave their least 254 attacks in 2025, Balochistan has witnessed militants have expanded homes and join the “na- resulting in more than 400 several waves of rebellion their attacks in recent tional liberation war” deaths, a 26% rise from the since its annexation by the years",164,996,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0324_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". Since 2018, major against the Pakistani mili- previous year. Pakistani state in 1948. The factions, including the BLA tary. The BLA claimed it Balochistan, Pakistan’s latest phase began in the and the Balochistan Liber- killed 84 security person- largest province, covers early 2000s after the emer- ation Front (BLF), have nel and kidnapped 18 nearly 40% of the coun- gence of the BLA. Human coordinated under the others. try’s land area. Rich in rights organisations have banner of the Baloch Raaji According to Pakistani mineral resources, it accused Pakistan of using Aajoi Sangar, a united front authorities, the military shares borders with Iran excessive force against Ba- that calls for a sovereign launched operations and Afghanistan, has an loch nationalists and mili- Balochistan. Militants have against the militants across Arabian Sea coastline, and tants",135,870,True,GS2,India and its neighborhood- relations,"**What happened:** Since 2018, Baloch militant groups like the Balochistan Liberation Army (BLA) and Balochistan Liberation Front (BLF) have coordinated under the Baloch Raaji Aajoi Sangar, demanding a sovereign Balochistan. They have claimed responsibility for attacks against Pakistani military forces, highlighting ongoing tensions in the region. **Static concept:** This relates to GS2 topics: India and its neighborhood- relations, regional security, and insurgency. **Why it matters for UPSC:** The Balochistan conflict has implications for regional stability and India's foreign policy, especially considering Balochistan's strategic location and resource wealth. It raises questions about insurgency, human rights, and geopolitical strategies in South Asia. **Possible question angle:** 'Discuss the implications of the Balochistan conflict on regional security and India's foreign policy towards Pakistan.'"
UPSC_0325_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". Militants have against the militants across Arabian Sea coastline, and tants. Amnesty Interna- increasingly deployed sui- the province, killing at is home to nearly 15 million tional reports that over cide bombers (including least 145 ﬁghters. Soon af- of Pakistan’s 240 million 10,000 Balochis have dis- women), carried out coor- ter the attacks, Pakistan’s people. Most of the coun- appeared in Pakistan since dinated attacks and tempo- Interior Minister Mohsin try’s mineral wealth — cop- 2011. rarily seized territory and Naqvi accused India of sup- per, scandium, lead, zinc, Enforced disappearanc- key highways, directly porting “terrorists”. “India chromite, marble, granite es, extrajudicial killings, challenging state authority. is behind these attacks",111,764,True,GS2,India and its neighborhood- relations,"**What happened:** Amnesty International reports that over 10,000 Balochis have disappeared in Pakistan since 2011. Militants in the region have increasingly used suicide bombers and coordinated attacks, challenging state authority. Pakistan's Interior Minister accused India of supporting these militants. **Static concept:** This relates to GS2 topics: India and its neighborhood relations, internal security challenges, and human rights issues. **Why it matters for UPSC:** This situation highlights the complex dynamics of India-Pakistan relations, particularly concerning allegations of cross-border terrorism. It raises questions about regional security, human rights, and international diplomacy, providing a case study for discussing India's foreign policy and security strategy. **Possible question angle:** 'Discuss the implications of enforced disappearances and militant activities in Balochistan on India-Pakistan relations and regional security.'"
UPSC_0326_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". is behind these attacks. I and molybdenum — is con- and military operations The Pakistani state often can tell you for sure that In- centrated in Balochistan, have deepened resent- responds with retaliatory dia planned these attacks which also holds signiﬁ- ment among the Baloch force, but without break- along with these terro- cant reserves of oil, gas, population. Local leaders ing the cycle of violence. Is- rists,” Mr. Naqvi said, with- coal and gold. argue that the Pakistani go- lamabad has frequently out oﬀering any evidence. The $60-billion China- vernment is exploiting the blamed India for the Ba- On February 1, India “cate- Pakistan Economic Corri- province’s resources with- loch insurgency. Following gorically rejected” Pakis- dor, linking China’s Xin- out addressing the deve- the Jaﬀar Khan express at- tan’s “baseless allega- jiang region to Pakistan’s lopment needs of the local tack, Pakistan formally de- tions”, calling them “usual Gwadar port through population",154,990,True,GS2,India and its neighborhood- relations,"**What happened:** Pakistan accused India of planning attacks in Balochistan, a region rich in natural resources and a focal point for the China-Pakistan Economic Corridor (CPEC). India categorically rejected these allegations as baseless. The accusations come amidst ongoing tensions and insurgency issues in Balochistan, where local leaders claim exploitation of resources without adequate development for the local population. **Static concept:** This relates to GS2 topics: India-Pakistan relations, regional security dynamics, and international relations. **Why it matters for UPSC:** This issue highlights the complex geopolitical dynamics in South Asia, particularly concerning resource management, regional development, and international diplomacy. It can be used to discuss the implications of infrastructure projects like CPEC on regional stability and Indo-Pak relations. **Possible question angle:** 'Discuss the implications of the China-Pakistan Economic Corridor on India-Pakistan relations and regional stability in South Asia.'"
UPSC_0327_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". Long-standing signated Baloch militant tactics to deﬂect attention roads, railways and pipe- historical, political and groups as ‘Fitna al-Hindus- from its own internal fail- lines, passes through Balo- economic grievances have tan’. India has consistently ings,” according to a state- chistan. In September fuelled the separatist rejected any involvement. ment issued by the Minis- 2025, US Strategic Metals, a movement. Following the “Instead of parroting frivo- try of External Aﬀairs",71,489,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0328_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". Following the “Instead of parroting frivo- try of External Aﬀairs. Missouri-based mining Taliban takeover of Kabul, lous claims each time there ﬁrm, signed a $500m as security conditions de- is a violent incident, [Pakis- Rich in minerals memorandum of under- teriorated in Pakistan’s tan] would do better to fo- Balochistan, a long-stand- standing with Pakistan’s border regions with the Pa- cus on addressing long- ing ﬂashpoint Pakistan, Frontier Works Organisa- kistani Taliban stepping up standing demands of its has witnessed a surge in tion, a military-aligned attacks in the tribal areas, people in the region,” India violence in recent years, company, to extract miner- Baloch separatist groups said on February 1. “Its re- particularly after the Tali- als in Pakistan. But recur- also intensiﬁed their cord of suppression, bru- ban, which was backed by ring violence in Balochis- operations",140,902,True,GS2,India and its neighborhood- relations,"**What happened:** Following the Taliban takeover of Kabul, security conditions in Pakistan's border regions have deteriorated, with increased attacks by the Pakistani Taliban and intensified operations by Baloch separatist groups. India commented on February 1, urging Pakistan to address the longstanding demands of its people in the region, highlighting Pakistan's record of suppression and brutality. **Static concept:** This relates to GS2 topics: India and its neighborhood relations, regional security dynamics, and internal security challenges in neighboring countries. **Why it matters for UPSC:** This situation is relevant for questions on regional security and stability, India's foreign policy stance towards Pakistan, and the implications of Taliban's influence on South Asian geopolitics. It provides a context for discussing India's diplomatic responses and regional security strategies. **Possible question angle:** 'Discuss the implications of the Taliban's resurgence in Afghanistan on regional security dynamics, particularly focusing on India-Pakistan relations.'"
UPSC_0328_1_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". Following the “Instead of parroting frivo- try of External Aﬀairs. Missouri-based mining Taliban takeover of Kabul, lous claims each time there ﬁrm, signed a $500m as security conditions de- is a violent incident, [Pakis- Rich in minerals memorandum of under- teriorated in Pakistan’s tan] would do better to fo- Balochistan, a long-stand- standing with Pakistan’s border regions with the Pa- cus on addressing long- ing ﬂashpoint Pakistan, Frontier Works Organisa- kistani Taliban stepping up standing demands of its has witnessed a surge in tion, a military-aligned attacks in the tribal areas, people in the region,” India violence in recent years, company, to extract miner- Baloch separatist groups said on February 1. “Its re- particularly after the Tali- als in Pakistan. But recur- also intensiﬁed their cord of suppression, bru- ban, which was backed by ring violence in Balochis- operations",140,902,True,GS3,Security challenges and their management in border areas,"**What happened:** A Missouri-based mining firm signed a $500 million memorandum of understanding with Pakistan's Frontier Works Organisation to extract minerals in Balochistan, a region rich in minerals but plagued by recurring violence. **Static concept:** This relates to GS3 topics: security challenges and their management in border areas, and economic development in conflict zones. **Why it matters for UPSC:** This development highlights the intersection of economic interests and security challenges in conflict-prone areas. It can be used to discuss the impact of foreign investments on regional stability and the role of military-aligned organizations in economic activities. **Possible question angle:** 'Evaluate the challenges and prospects of foreign investments in conflict-prone regions like Balochistan, considering the security and economic dimensions.'"
UPSC_0329_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". tality and violation of hu- the Pakistani military esta- tan continues to threaten In March 2025, the BLA man rights is well known.” CM A ND-NDE YK THE HINDU Wednesday, February 4, 2026 Delhi 17 Sport WEIGHING IN OPTIONS SHOULDERING ARMS FASTEST FINGERS FIRST PERFECT PREP Desire to play Test season a reason No comments on Pakistan’s stance, Third stage of the T20 World Cup England beats Lanka by 12 runs in behind skipping T20 WC: Cummins our focus is on winning WC: Marsh ticket sales commences a low-scoring game, sweeps series AFP AP ICC AP X X X X Australia’s Pat Cummins said his injury-forced withdrawal from the I don’t have any comment on that [Pakistan’s boycott of its T20 The third stage of ticket sales for the T20 World Cup commenced on England achieved a 3-0 series sweep after defeating Sri Lanka by 12 T20 WC was also driven by a desire to be completely ﬁt for the Test World Cup match against India] at this point. We are going to the Tuesday",176,964,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0330_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". We are going to the Tuesday. “As the third phase of ticket sales opens, we look forward runs in a low-scoring third T20I in Pallekele on Tuesday. It was season. “We thought the ﬁrst half of the year was a pretty good time World Cup to just focus on what we are doing, we will let that stuﬀ to welcoming fans to our stadiums for matches that reﬂect the England’s 11th successive T20I victory over Sri Lanka. The scores: to be conservative with the amount of cricket that is coming up. take care of itself — Australia skipper Mitchell Marsh on the team’s depth and competitiveness of international cricket across all England 128/9 in 20 overs (Curran 58, Chameera 5/24) bt Sri Lanka Hopefully that will mean I can just go out and play all those Tests”. priorities ahead of the T20 showpiece. participating teams,” said BCCI president Mithun Manhas. 116 in 19.3 overs (Bethell 4/11, Jacks 3/14). West Indies, England start favourites in Group C the most proliﬁc batter at T20 WC COUNTDOWN No",176,990,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0331_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". West Indies, England start favourites in Group C the most proliﬁc batter at T20 WC COUNTDOWN No. 3, but could do with speeding up his accumula- Abhishek Saini tion of runs (137). Shimron Hetmyer, meanwhile, has a Bangladesh’s unceremo- healthy strike rate ofe2145468 nious, late withdrawal (176.79) but inconsistency e2145468 from the T20 World Cup and limited volume (320 not only paved a way for runs at 22.85) have blunted Scotland’s entry into his impact. Group C but has also eased Another predicament the West Indies and En- awaiting the West Indies is gland’s paths to the Super ﬁnding a spinner to strike Eights. in tandem with Hosein. Its As the only two Full pace unit, other than Jason Member nations in the Holder, is still inexpe- reckoning, West Indies and rienced and Alzarri Joseph England are the over- not making the cut due to whelming favourites. The injury only adds to its other teams in the group woes",160,926,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0332_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". The injury only adds to its other teams in the group woes. Vital strikes: Henry’s three-wicket haul put the brakes on the Giants innings. VIJAY SONEJI are Nepal and debutant Italy. Nepal on the prowl England’s 4-1 drubbing Playing catch up at the at the hands of India last Ja- World Cup can be a risk-la- Capitals storm into a nuary forced the 2022 den proposition for the champion to embrace the West Indies, especially high-octane template of with Nepal, which almost fourth straight ﬁnal the format. Genuine match-winners: Shepherd remains central to West Indies’ fortunes while veteran England defeated South Africa last Under Harry Brook’s leggie Rashid continues to bamboozle the best in the business. FILE PHOTOS time, in the fray",123,740,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0333_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". FILE PHOTOS time, in the fray. It will be Openers Lee and Shafali get the Delhi team oﬀ to a blazing start in its charge, England has on the prowl again, hoping scored at 11.39 runs per ov- promising for the Carib- that a giant-killing would ﬁ- chase of 169; Jemimah and Wolvaardt chip in; Mooney’s eﬀort in vain er in the PowerPlay since bean outﬁt. Only one Full nally convince world crick- April 2025, outdoing even Member team — Ireland — et of how close it is to the India and Australia, who has fared worse than West upper echelon. WPL-4 started this trend of throw- Indies in this World Cup Italy, meanwhile, will al- ing caution to the wind. cycle. The Caribbean side so fancy its chances of go- Vivek Krishnan has won just 13 of its 40 ing back with a win. It had VADODARA Key man games since July 2024",155,813,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0334_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". It had VADODARA Key man games since July 2024. defeated Scotland by 12 Phil Salt has been a lynch- Romario Shepherd is runs in the European qual- elhi Capitals had pin in this approach with a the undisputed match-win- iﬁers, and the two have faltered in the ﬁnal strike rate in excess of 172, ner for the two-time form- been pitted together again. over of the chase and an average of 43. er champion, and has It prepared for the D in its two defeats to Gujarat Veteran leg-spinner Adil chipped in with both the World Cup with a three- Giants in the league phase Rashid, who will most bat and ball — 35 wickets match series against Ire- of the 2026 Women’s Pre- probably take his ﬁnal bow and 442 runs — since July land, and got a taste of how mier League. In the Elimi- at this World Cup, is still 2024. West Indies can also life without Joe Burns nator on Tuesday, Capitals England’s most proliﬁc rely on Akeal Hosein, would look like. The form- didn’t allow the game to bowler",185,980,False,Not Applicable,Not Applicable,Not Applicable
